309.948709   0.388736
267.163753   0.090199
292.590537   0.022133
285.706692   0.167341
265.190029   0.359856
200.000000   0.000000
298.328617   0.287117
276.507479   0.065616
262.369073   0.015028
271.844824   0.087324
265.028728   0.247567
200.000000   0.000000
296.617771   0.585847
268.979890   0.067047
253.815982   0.056928
264.330582   0.087764
263.704221  -0.055536
200.000000   0.000000
311.515180   0.556744
294.245852   0.178722
278.124795   0.092544
267.600445   0.157071
305.003048   0.146115
200.000000   0.000000
