-56.804325   0.987193
 0.000000   1.000000
16.709384   1.037995
34.514809   1.050322
-21.048694   0.897519
-1.483890   0.996068
 3.971544   1.018769
 4.127520   0.970519
 4.198405   0.983903
 6.503565   0.971276
 1.043330   0.913014
 0.000000   1.000000
10.579261   0.721055
16.813871   0.921957
13.594463   0.966870
14.992088   0.962700
86.990005   0.979760
38.952423   0.887564
30.070673   0.900848
13.480770   0.948136
11.962921   1.033799
46.031705   0.894664
212.311991   1.031591
12.471576   0.882619
