29.091896   0.919262
-0.744352   0.989133
 5.332432   1.046711
 4.770114   1.073863
-4.352881   0.901518
-8.543459   0.995114
 4.678705   1.015215
 3.955090   0.972769
 5.163730   0.998306
 3.863314   0.989275
 2.298429   0.916884
-17.435897   0.897436
 8.143049   0.571533
 5.428828   0.927071
 4.554876   0.960028
 4.423083   0.967342
 1.436683   1.026855
 0.747782   0.912706
 6.048360   0.914865
 2.104460   0.962689
 1.011006   1.034467
15.249334   0.887257
14.071915   1.095258
-2.256993   0.896878
