268.449938   0.129188
251.288001  -0.063061
279.001086  -0.018732
271.520341   0.005341
253.142387   0.065306
251.887670   0.099771
274.271821   0.041196
254.830329  -0.065061
255.953089  -0.185836
258.415858   0.015351
244.794637   0.074272
231.898650  -0.654973
252.893912   0.430560
244.434611  -0.189615
252.158120   0.041966
256.745738  -0.009224
271.600909   0.095521
259.914194   0.019965
255.749579   0.001342
249.648076  -0.204260
262.321992  -0.102305
252.871734   0.056054
288.425211  -0.049118
241.801356   0.023024
