27.411343   0.889401
220.219962   0.777973
 3.862131   1.043652
 1.269473   1.071158
 4.983090   0.884821
 7.282385   0.957053
 8.560388   1.011214
 1.786903   0.971177
 7.550723   0.979390
 0.397335   0.972785
-2.216998   0.913736
-0.685687   0.608669
 3.602639   0.851789
 3.936758   0.924121
 3.522694   0.940301
 4.188682   0.961932
 2.245180   1.019356
 2.601132   0.907944
14.640630   0.909901
 2.309849   0.958349
 8.883479   1.037741
 0.438556   0.896715
 5.841571   1.096057
 1.621437   0.868117
