315.952230   0.678325
243.023259  -0.494665
396.089718   1.994786
352.870009   2.437229
392.583682   2.580765
320.257988   1.654445
269.503633  -0.193128
260.810556   1.351783
293.096168   1.770649
399.879390   2.236562
247.019195   1.362199
273.844068  -0.222537
201.701545  -0.613988
247.174263   1.152154
390.759161   2.031842
270.952125   1.695638
398.343252   2.573532
388.970934   3.304793
251.330444  -0.289591
261.468637  -0.265721
260.571614   1.071719
385.361966   2.607912
357.388267   2.650940
398.965593   3.343993
