 9.583908   0.913382
 2.937447   0.925237
10.827851   1.038799
-1.720332   1.077612
-4.917177   0.896523
-10.915418   0.974250
 4.422804   1.016001
 1.251744   0.968199
 4.123112   0.982675
-2.071774   0.980084
 2.434725   0.912144
 0.000000   1.000000
 0.950409   0.791308
 2.353641   0.921457
 1.820771   0.930981
 2.225586   0.986579
-5.223290   0.994128
-1.778659   0.982871
 1.518145   0.905556
 8.125169   0.978585
-0.571061   1.055965
 1.027208   0.903338
 5.115204   1.110924
-1.862275   0.889866
