258.231577   0.128528
253.874765   0.011023
277.663518   0.054009
254.751381  -0.048686
235.184404  -0.377647
231.693452   0.413280
265.301218   0.107879
252.364401   0.017640
255.100582   0.115916
261.712348   0.084216
230.087959  -0.328046
239.145246   0.625384
232.509050   0.075823
249.036723   0.021017
235.328368   0.102095
260.270749   0.127979
254.103782  -0.358246
241.395871   0.612479
250.828726   0.061460
254.106477  -0.082293
271.372116   0.173640
248.252265   0.090043
275.274111  -0.352082
246.915351   0.223490
