273.694532   0.157764
243.098790  -0.005660
286.041895   0.068367
264.753612  -0.000244
242.809640   0.013970
250.747670   0.299667
288.507247   0.171578
260.079805   0.002745
261.100825   0.031735
265.062971   0.064050
248.924632   0.138975
275.911570   0.495024
293.917469   0.629516
267.588617   0.129692
256.328611   0.153159
265.600769   0.159179
270.091513   0.115261
292.473729   0.613562
260.071967   0.094247
296.368756   0.411470
279.446661   0.169526
255.469610   0.143313
300.053715   0.137174
249.351609   0.250592
