 7.945057   0.905277
-0.363439   0.880553
 2.725122   1.054805
 1.696413   1.111384
 2.636879   0.884525
-8.901817   1.007859
 2.874774   1.033540
 5.280067   0.997084
 5.082951   0.967801
 0.734348   0.982392
 2.029235   0.911045
 2.029235   0.911045
 1.900042   0.855975
 8.128738   0.914255
 7.100216   0.937479
13.674091   0.990276
-5.377563   1.017685
 3.596055   0.979413
 5.729476   0.915238
 2.032192   0.962334
 1.416373   1.069685
 3.630443   0.894982
 1.806763   1.102663
 0.046864   0.878428
