 4.101491   0.868655
 5.018678   0.958774
 1.975535   1.042559
-0.375656   1.077858
 0.541695   0.915808
 0.125186   0.937072
 5.558039   0.979465
 2.862572   0.970513
 1.809771   0.924184
 0.475598   0.945969
-0.056846   0.916424
13.249148   0.950041
-0.820779   0.861052
 1.194773   0.914460
 1.206064   0.890460
 1.621189   0.963901
 2.201591   1.044483
 5.532862   0.936969
11.432906   0.873052
 0.341233   0.949300
 0.133956   0.998183
 1.663785   0.886504
 0.857722   1.110862
 8.946728   0.924411
