3050.038346  -34.878616 397.159962  180.370161 -782.166965
2623.635617  645.156751 -142.009317  -2347.771274 2083.154838
2673.555438  -203.195647 -29.134178  250.024532 79.852504
3330.720037  37.689154 1872.212188  -118.071679 -1627.022573
3641.117167  10.224497 173.139488  -120.183262 -131.900062
2807.423288  57.887967 1069.671692  -223.837082 -653.422135
3206.558942  196.112082 803.435636  -435.492704 -1738.717796
2699.298852  29.157674 1147.443455  -230.988217 -1714.874626
3110.975973  -281.357932 12.487846  457.847884 -311.367150
2781.019515  -343.060217 551.258288  356.125341 -601.122267
2666.434923  -148.148184 -253.124951  141.538284 308.157998
2710.656256  641.342461 -2717.858041  -1047.549149 2254.566957
3233.646957  -123.666268 445.534997  297.278050 -1329.164889
3241.850207  39.855404 10.334008  -41.876313 -576.827809
3200.451881  -56.702531 237.881904  162.129186 -855.377359
2976.149577  -28.542440 374.183348  41.731614 -638.043949
2674.070179  137.256049 -419.241878  -115.263910 556.713709
2692.015538  -117.118353 -24.997788  199.051671  6.952764
17154519.379341  -78389424.385424 134123855.926091  -101810661.278729 28925464.331037
2831.465516  113.653804 507.776484  -124.096121 -658.500873
2832.137172  -148.851627 334.207007  32.512495 -711.162721
2870.144204  -493.951462 -372.779876  390.427918 265.912786
2765.733451  -95.605469 -10.720053  79.760147 41.026144
2815.164466  287.918656 -683.077799  -62.312435 707.488939
