295.408849   0.395761
278.653268   0.337534
280.734081   0.041260
261.463288  -0.029805
251.982334   0.156292
200.000000   0.000000
281.231446   0.121202
256.692545  -0.036970
274.988467   0.179409
273.566357   0.240106
253.044758   0.253517
200.000000   0.000000
282.140654   0.560062
263.824849   0.083888
272.360571   0.357866
256.917785   0.065979
255.820165  -0.161472
200.000000   0.000000
319.590682   0.671466
295.010427   0.287843
261.7       -0.051 
265.437144   0.274401
294.182455   0.084521
200.000000   0.000000
