296.709145   0.395190
257.045344   0.205572
284.247924   0.007179
269.886326   0.086086
270.421986   0.371969
250.000000   0.000000
296.709145   0.222347
257.045344  -0.048762
284.247924   0.329487
269.886326  -0.286605
270.421986   0.518835
250.000000   0.000000
296.709145   0.680433
257.045344   0.042979
284.247924  -0.540168
269.886326   0.273530
270.421986   0.169609
250.000000   0.000000
296.709145   0.829211
257.045344  -0.041931
284.247924   1.023835
269.886326   0.430851
270.421986  -0.363703
250.000000   0.000000
