   -1.97500000	24.000000
   -1.92500000	15.000000
   -1.87500000	23.000000
   -1.82500000	14.000000
   -1.77500000	19.000000
   -1.72500000	22.000000
   -1.67500000	32.000000
   -1.62500000	24.000000
   -1.57500000	 9.000000
   -1.52500000	31.000000
   -1.47500000	22.000000
   -1.42500000	14.000000
   -1.37500000	25.000000
   -1.32500000	22.000000
   -1.27500000	14.000000
   -1.22500000	21.000000
   -1.17500000	16.000000
   -1.12500000	22.000000
   -1.07500000	20.000000
   -1.02500000	30.000000
   -0.97500000	16.000000
   -0.92500000	16.000000
   -0.87500000	16.000000
   -0.82500000	23.000000
   -0.77500000	20.000000
   -0.72500000	14.000000
   -0.67500000	26.000000
   -0.62500000	19.000000
   -0.57500000	22.000000
   -0.52500000	19.000000
   -0.47500000	19.000000
   -0.42500000	24.000000
   -0.37500000	29.000000
   -0.32500000	23.000000
   -0.27500000	29.000000
   -0.22500000	30.000000
   -0.17500000	30.000000
   -0.12500000	28.000000
   -0.07500000	37.000000
   -0.02500000	53.000000
    0.02500000	51.000000
    0.07500000	35.000000
    0.12500000	31.000000
    0.17500000	26.000000
    0.22500000	19.000000
    0.27500000	24.000000
    0.32500000	23.000000
    0.37500000	27.000000
    0.42500000	24.000000
    0.47500000	23.000000
    0.52500000	22.000000
    0.57500000	28.000000
    0.62500000	21.000000
    0.67500000	28.000000
    0.72500000	22.000000
    0.77500000	31.000000
    0.82500000	19.000000
    0.87500000	22.000000
    0.92500000	22.000000
    0.97500000	26.000000
    1.02500000	32.000000
    1.07500000	50.000000
    1.12500000	65.000000
    1.17500000	72.000000
    1.22500000	91.000000
    1.27500000	63.000000
    1.32500000	48.000000
    1.37500000	32.000000
    1.42500000	44.000000
    1.47500000	24.000000
    1.52500000	41.000000
    1.57500000	41.000000
    1.62500000	50.000000
    1.67500000	58.000000
    1.72500000	70.000000
    1.77500000	93.000000
    1.82500000	113.000000
    1.87500000	93.000000
    1.92500000	85.000000
    1.97500000	53.000000
    2.02500000	58.000000
    2.07500000	37.000000
    2.12500000	45.000000
    2.17500000	41.000000
    2.22500000	83.000000
    2.27500000	123.000000
    2.32500000	139.000000
    2.37500000	111.000000
    2.42500000	95.000000
    2.47500000	79.000000
    2.52500000	66.000000
    2.57500000	52.000000
    2.62500000	55.000000
    2.67500000	38.000000
    2.72500000	30.000000
    2.77500000	32.000000
    2.82500000	36.000000
    2.87500000	34.000000
    2.92500000	30.000000
    2.97500000	35.000000
    3.02500000	35.000000
    3.07500000	35.000000
    3.12500000	34.000000
    3.17500000	30.000000
    3.22500000	26.000000
    3.27500000	26.000000
    3.32500000	33.000000
    3.37500000	35.000000
    3.42500000	36.000000
    3.47500000	41.000000
    3.52500000	32.000000
    3.57500000	24.000000
    3.62500000	34.000000
    3.67500000	36.000000
    3.72500000	27.000000
    3.77500000	24.000000
    3.82500000	38.000000
    3.87500000	35.000000
    3.92500000	31.000000
    3.97500000	33.000000
